Intitulé gare;Code UIC;Segment DRG;Niveau de service;Nombre plateformes;WGS 84;Code postal;Commune;Département;Région
Arenc Euroméditerranée;0087580340;c;1;1;43.3132339, 5.3676221;13007;Marseille;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Luçay-le-Mâle;0087576363;c;1;1;47.1329836, 1.4358257;36360;Luçay-le-Mâle;Indre;Centre
La Gauterie;0087576355;c;1;1;47.1398181, 1.4915354;36600;Veuil;Indre;Centre
Urçay;0087576348;c;1;1;46.6295123, 2.5865708;18200;Perche;Cher;Centre
Saint-Amand-Montrond - Orval;0087576322;c;1;1;46.7265409, 2.4859441;18200;Orval;Cher;Centre
Chabris;0087576223;c;1;1;47.2549836, 1.6459424;36210;Chabris;Indre;Centre
Selles-Saint-Denis;0087576140;c;1;1;47.3883857, 1.9222038;41300;Selles-Saint-Denis;Loir-et-Cher;Centre
Marmagne;0087576132;c;1;1;47.1001505, 2.2819971;18500;Marmagne;Cher;Centre
Romorantin Blanc Argent;0087576025;c;1;1;47.3554468, 1.7390137;41200;Romorantin-Lanthenay;Loir-et-Cher;Centre
Vierzon;0087576009;a;2;1;47.226497, 2.059822;18100;Vierzon;Cher;Centre
Saint-Saviol;0087575365;c;1;1;46.1470046, 0.2179;86400;Saint-Saviol;Vienne;Poitou-Charentes
Épanvilliers;0087575357;c;1;1;46.2254951, 0.2357576;86510;Blanzay;Vienne;Poitou-Charentes
Jaunay-Clan;0087575217;c;1;1;46.682044, 0.3816535;86130;Jaunay-Clan;Vienne;Poitou-Charentes
Nerpuy;0087575167;c;1;1;46.7834177, 0.5256884;86630;Châtellerault;Vienne;Poitou-Charentes
Chenonceaux;0087574491;c;1;1;47.330554, 1.0661;37150;Chenonceaux;Indre-et-Loire;Centre
Mer;0087574194;b;1;1;47.70586, 1.506373;41500;Mer;Loir-et-Cher;Centre
Beaugency;0087574160;b;2;1;47.778365, 1.625938;45190;Beaugency;Loiret;Centre
Meung-sur-Loire;0087574137;b;1;1;47.829926, 1.691928;45130;Meung-sur-Loire;Loiret;Centre
Joué-lès-Tours;0087571885;c;1;1;47.3541741, 0.6675586;37300;Joué-lès-Tours;Indre-et-Loire;Centre
Savonnières;0087571844;c;1;1;47.3605797, 0.5441817;37510;Savonnières;Indre-et-Loire;Centre
Ballan;0087571604;c;1;1;47.3369919, 0.6188975;37510;Ballan-Miré;Indre-et-Loire;Centre
Saint-Antoine-du-Rocher;0087571539;c;1;1;47.503839, 0.6164676;37360;Saint-Antoine-du-Rocher;Indre-et-Loire;Centre
Montlouis;0087571273;c;1;1;47.3915307, 0.8173987;37270;Montlouis-sur-Loire;Indre-et-Loire;Centre
Moissac;0087611889;c;1;1;44.1024178, 1.077345;82200;Moissac;Tarn-et-Garonne;Midi-Pyrénées
Mérenvielle;0087611814;c;1;1;43.6365051, 1.1503303;31530;Mérenvielle;Haute-Garonne;Midi-Pyrénées
L'Isle-Jourdain;0087611806;b;1;1;43.617185, 1.089829;32600;Isle-Jourdain;Gers;Midi-Pyrénées
Gimont Cahuzac;0087611772;c;1;1;43.6330525, 0.8676246;32200;Gimont;Gers;Midi-Pyrénées
Aubiet;0087611764;c;1;1;43.6502068, 0.7891179;32270;Aubiet;Gers;Midi-Pyrénées
Lacourtensourt;0087611434;c;1;1;43.6638838, 1.4138687;31200;Toulouse;Haute-Garonne;Midi-Pyrénées
Venerque - Le Vernet;0087611392;b;1;1;43.433361, 1.426079;31810;Vernet;Haute-Garonne;Midi-Pyrénées
Le Vernet d'Ariège;0087611350;c;1;1;43.1894138, 1.6116214;09700;Vernet;Ariège;Midi-Pyrénées
Lycée Henri Sellier;0087988717;b;;1;48.91646, 2.51504;93190;Livry-Gargan;Seine-Saint-Denis;Île-de-France
Planès;0087784785;c;1;1;42.5009185, 2.1369269;66210;Planès;Pyrénées-Orientales;Languedoc-Roussillon
Thuès Carença;0087784751;c;1;1;42.5229486, 2.2227279;66360;Thuès-Entre-Valls;Pyrénées-Orientales;Languedoc-Roussillon
Olette - Canaveilles les Bains;0087784728;c;1;1;42.55472, 2.2719309;66360;Olette;Pyrénées-Orientales;Languedoc-Roussillon
Joncet;0087784710;c;1;1;42.5615245, 2.3111464;66193;Serdinya;Pyrénées-Orientales;Languedoc-Roussillon
Rivesaltes;0087784173;c;1;1;42.7664405, 2.86789;66600;Rivesaltes;Pyrénées-Orientales;Languedoc-Roussillon
Salses;0087784157;c;1;1;42.8356091, 2.9174466;66600;Salses-le-Château;Pyrénées-Orientales;Languedoc-Roussillon
Aumont-Aubrac;0087783266;c;1;1;44.7181699, 3.2835489;48130;Aumont-Aubrac;Lozère;Languedoc-Roussillon
Lunas;0087781575;c;1;1;43.7095814, 3.1948986;34650;Lunas;Hérault;Languedoc-Roussillon
Montpaon;0087781534;c;1;1;43.8685236, 3.1097221;12540;Fondamente;Aveyron;Midi-Pyrénées
Port-la-Nouvelle;0087781062;c;1;1;43.0199342, 3.0388188;11210;Port-la-Nouvelle;Aude;Languedoc-Roussillon
Alès;0087775288;b;2;1;44.127825, 4.084948;30100;Alès;Gard;Languedoc-Roussillon
Chamborigaud;0087775221;c;1;1;44.3002429, 3.9793332;30530;Chamborigaud;Gard;Languedoc-Roussillon
Uchaud;0087775106;c;1;1;43.7583991, 4.2683101;30620;Uchaud;Gard;Languedoc-Roussillon
Villeneuve-lès-Maguelone;0087773515;c;1;1;43.5438231, 3.849917;34750;Villeneuve-lès-Maguelone;Hérault;Languedoc-Roussillon
Saint-Aunès;0087773465;c;1;1;43.6354383, 3.9628994;34130;Saint-Aunès;Hérault;Languedoc-Roussillon
Valergues - Lansargues;0087773432;c;1;1;43.672678, 4.0601085;34130;Valergues;Hérault;Languedoc-Roussillon
Carpentras;0087765735;c;;1;44.0499488, 5.044141;84000;Carpentras;Vaucluse;Provence-Alpes-Côte d'Azur
Saint-Saturnin-lès-Avignon;0087765438;c;1;1;43.9531783, 4.9352794;84450;Saint-Saturnin-lès-Avignon;Vaucluse;Provence-Alpes-Côte d'Azur
Montfavet;0087765412;c;1;1;43.932635, 4.873943;84140;Avignon;Vaucluse;Provence-Alpes-Côte d'Azur
Montélimar;0087764001;a;2;1;44.559079, 4.744792;26200;Montélimar;Drôme;Rhône-Alpes
Mont-Dauphin - Guillestre;0087763508;c;1;1;44.6746283, 6.6156027;05600;Eygliers;Hautes-Alpes;Provence-Alpes-Côte d'Azur
Gap;0087763003;b;2;1;44.563693, 6.085638;05000;Gap;Hautes-Alpes;Provence-Alpes-Côte d'Azur
Lyon Saint-Exupéry TGV;0087762906;a;2;1;45.721109, 5.074969;69125;Colombier-Saugnieu;Rhône;Rhône-Alpes
Luc-en-Diois;0087761874;c;1;1;44.6136615, 5.4546227;26310;Luc-en-Diois;Drôme;Rhône-Alpes
Loriol;0087761262;c;1;1;44.7544973, 4.8171679;26270;Loriol-sur-Drôme;Drôme;Rhône-Alpes
L'Isle-d'Abeau;0087761239;b;1;1;45.607645, 5.21969;38080;Isle-d'Abeau;Isère;Rhône-Alpes
Ranguin;0087757732;c;1;1;43.5691636, 6.9693134;06400;Cannes;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Cannes;0087757625;a;2;1;43.553839, 7.019682;06400;Cannes;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Anthéor Cap Roux;0087757567;c;1;1;43.4349641, 6.8921036;83530;Saint-Raphaël;Var;Provence-Alpes-Côte d'Azur
Saint-Raphaël Valescure;0087757526;a;2;1;43.42356, 6.769083;83700;Saint-Raphaël;Var;Provence-Alpes-Côte d'Azur
Fréjus - Saint-Raphael Autotrain;0087757518;c;1;1;43.4288632, 6.7551022;83700;Fréjus;Var;Provence-Alpes-Côte d'Azur
Tende;0087756882;c;1;1;44.089922, 7.5941608;06430;Tende;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Saint-Dalmas de Tende;0087756866;c;1;1;44.05582, 7.5834505;06430;Tende;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
L'Escarène;0087756809;c;1;1;43.8397674, 7.3517085;06440;Escarène;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
La Trinité Victor;0087756767;c;1;1;43.7427854, 7.3114604;06340;Trinité;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Menton Garavan;0087756494;b;1;1;43.785202, 7.517297;06500;Menton;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Èze;0087756387;c;1;1;43.7221842, 7.3568031;06360;Èze;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Cros de Cagnes;0087756338;b;1;1;43.660465, 7.167111;06800;Cagnes-sur-Mer;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Nice Saint Roch;0087756007;c;1;1;43.715342, 7.286869;06300;Nice;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
Hyères;0087755629;b;2;1;43.108867, 6.124223;83400;Hyères;Var;Provence-Alpes-Côte d'Azur
Les Arcs - Draguignan;0087755447;a;2;1;43.455524, 6.482498;83460;Arcs;Var;Provence-Alpes-Côte d'Azur
Gonfaron;0087755397;c;1;1;43.3171516, 6.2817644;83590;Gonfaron;Var;Provence-Alpes-Côte d'Azur
Niolon;0087753582;c;1;1;43.340223, 5.2569415;13016;Marseille;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
La Redonne Ensuès;0087753574;c;1;1;43.33447, 5.1975675;13820;Ensuès-la-Redonne;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Sausset-les-Pins;0087753558;b;1;1;43.332864, 5.110001;13960;Sausset-les-Pins;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Rognac;0087753251;b;1;1;43.4866, 5.230666;13340;Rognac;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Sainte-Marthe en Provence;0087751842;c;1;1;43.3392414, 5.390412;13014;Marseille;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Aix-en-Provence;0087751404;b;1;1;43.522912, 5.445345;13100;Aix-en-Provence;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Meyrargues;0087751370;c;1;1;43.6440076, 5.5395738;13650;Meyrargues;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
Pontcharra sur Bréda;0087747493;b;1;1;45.434151, 6.007917;38530;Pontcharra;Isère;Rhône-Alpes
Goncelin;0087747477;b;1;1;45.341941, 5.974136;38570;Goncelin;Isère;Rhône-Alpes
Moirans;0087747329;b;1;1;45.322185, 5.581915;38430;Moirans;Isère;Rhône-Alpes
Montroc le Planet;0087746867;c;1;1;45.996415, 6.9345425;74660;Chamonix-Mont-Blanc;Haute-Savoie;Rhône-Alpes
Argentière;0087746859;c;1;1;45.9819438, 6.9264844;74400;Chamonix-Mont-Blanc;Haute-Savoie;Rhône-Alpes
Les Praz de Chamonix;0087746826;c;1;1;45.9394594, 6.888753;74400;Chamonix-Mont-Blanc;Haute-Savoie;Rhône-Alpes
Les Bossons;0087746768;c;1;1;45.9067455, 6.8391969;74400;Chamonix-Mont-Blanc;Haute-Savoie;Rhône-Alpes
Viaduc sainte-Marie;0087746735;c;1;1;45.897096, 6.7850134;74310;Houches;Haute-Savoie;Rhône-Alpes
Sallanches - Combloux - Megève;0087746438;b;1;1;45.935702, 6.636431;74700;Sallanches;Haute-Savoie;Rhône-Alpes
Cluses;0087746370;b;1;1;46.061447, 6.582663;74300;Cluses;Haute-Savoie;Rhône-Alpes
Saint-Pierre-en-Faucigny;0087746313;c;1;1;46.0593442, 6.3757533;74800;Saint-Pierre-en-Faucigny;Haute-Savoie;Rhône-Alpes
Albens;0087746115;c;1;1;45.785946, 5.9483418;73410;Albens;Savoie;Rhône-Alpes
Machilly;0087745588;c;1;1;46.2512825, 6.3282335;74140;Machilly;Haute-Savoie;Rhône-Alpes
Saint-Julien-en-Genevois;0087745430;c;1;1;46.142044, 6.0855358;74160;Saint-Julien-en-Genevois;Haute-Savoie;Rhône-Alpes
Pougny - Chancy;0087745380;c;1;1;46.1446674, 5.9613614;01550;Pougny;Ain;Rhône-Alpes
Oyonnax;0087743534;b;1;1;46.259742, 5.653338;01100;Oyonnax;Ain;Rhône-Alpes
Villereversure;0087743328;c;1;1;46.1944145, 5.3977089;01250;Villereversure;Ain;Rhône-Alpes
Bourg-Saint-Maurice;0087741793;a;2;1;45.619036, 6.771273;73700;Bourg-Saint-Maurice;Savoie;Rhône-Alpes
Notre-Dame de Briançon;0087741694;c;1;1;45.5393185, 6.4687785;73260;Léchère;Savoie;Rhône-Alpes
Albertville;0087741645;b;1;1;45.672977, 6.383167;73200;Albertville;Savoie;Rhône-Alpes
Frontenex;0087741629;c;1;1;45.6305461, 6.3140556;73460;Frontenex;Savoie;Rhône-Alpes
Saint-Béron - La Bridoire;0087741454;c;1;1;45.5038935, 5.7319345;73520;Saint-Béron;Savoie;Rhône-Alpes
Aiguebelle;0087741256;c;1;1;45.5437225, 6.3067175;73220;Aiguebelle;Savoie;Rhône-Alpes
Chamousset;0087741231;c;1;1;45.5575744, 6.2067432;73390;Chamousset;Savoie;Rhône-Alpes
Montmélian;0087741181;b;1;1;45.503059, 6.043289;73800;Montmélian;Savoie;Rhône-Alpes
Aix-les-Bains le Revard;0087741132;a;2;1;45.688161, 5.909371;73100;Aix-les-Bains;Savoie;Rhône-Alpes
Culoz;0087741074;b;1;1;45.843264, 5.778784;01350;Culoz;Ain;Rhône-Alpes
Chambéry - Challes-les-Eaux;0087741009;a;2;1;45.571302, 5.919547;73010;Chambéry;Savoie;Rhône-Alpes
Lavoûte-sur-Loire;0087734707;c;1;1;45.1214503, 3.9054101;43800;Lavoûte-sur-Loire;Haute-Loire;Auvergne
Monistrol-d'Allier;0087734335;c;1;1;44.9696648, 3.6500424;43580;Monistrol-d'Allier;Haute-Loire;Auvergne
Saint-Georges-d'Aurac;0087734301;c;1;1;45.1605341, 3.4947035;43230;Paulhaguet;Haute-Loire;Auvergne
Brioude;0087734269;c;1;1;45.3006493, 3.3786344;43100;Brioude;Haute-Loire;Auvergne
Les Martres-de-Veyre;0087734178;b;1;1;45.688155, 3.193228;63730;Martres-de-Veyre;Puy-de-Dôme;Auvergne
Sarliève - Cournon;0087734152;c;1;1;45.7387697, 3.1681196;63800;Cournon-d'Auvergne;Puy-de-Dôme;Auvergne
Pontmort;0087734103;c;1;1;45.939486, 3.1601248;63200;Pessat-Villeneuve;Puy-de-Dôme;Auvergne
Gannat;0087732404;c;1;1;46.0975964, 3.2047514;03800;Gannat;Allier;Auvergne
Saint-Fons;0087728501;c;1;1;45.7058114, 4.8525663;69190;Saint-Fons;Rhône;Rhône-Alpes
Saint-Étienne Carnot;0087726901;b;1;1;45.446976, 4.385317;42000;Saint-Étienne;Loire;Rhône-Alpes
Saint-Jodard;0087726851;c;1;1;45.8857125, 4.125231;42590;Saint-Jodard;Loire;Rhône-Alpes
Bas - Monistrol;0087726778;b;1;1;45.297596, 4.139602;43120;Bas-en-Basset;Haute-Loire;Auvergne
Fraisses - Unieux;0087726737;c;1;1;45.3948228, 4.2610375;42490;Fraisses;Loire;Rhône-Alpes
Firminy;0087726729;b;1;1;45.391625, 4.28643;42700;Firminy;Loire;Rhône-Alpes
Vert Galant;0087271437;b;;1;48.94467, 2.5667;93420;Villepinte;Seine-Saint-Denis;Île-de-France
Sevran - Livry;0087271429;b;;1;48.93601, 2.53484;93270;Sevran;Seine-Saint-Denis;Île-de-France
Aulnay-sous-Bois;0087271411;b;;1;48.93179, 2.49431;93600;Aulnay-sous-Bois;Seine-Saint-Denis;Île-de-France
Schopperten;0087215483;c;1;1;48.9456499, 7.055779;67260;Schopperten;Bas-Rhin;Alsace
Bourg-Bruche;0087214775;c;1;1;48.3598566, 7.1371919;67420;Bourg-Bruche;Bas-Rhin;Alsace
Mullerhof;0087214643;c;1;1;48.52451, 7.3119577;67280;Urmatt;Bas-Rhin;Alsace
Gresswiller;0087214593;b;1;1;48.53334, 7.42468;67190;Gresswiller;Bas-Rhin;Alsace
Mutzig;0087214585;b;1;1;48.5337753, 7.4621581;67190;Mutzig;Bas-Rhin;Alsace
Barr;0087214247;b;1;1;48.4032933, 7.4565189;67140;Barr;Bas-Rhin;Alsace
Dambach-la-Ville;0087214213;c;1;1;48.3216345, 7.4355565;67650;Dambach-la-Ville;Bas-Rhin;Alsace
Scherwiller;0087214205;c;1;1;48.2869344, 7.4301867;67750;Scherwiller;Bas-Rhin;Alsace
Erstein;0087214148;b;1;1;48.4229857, 7.6387869;67150;Erstein;Bas-Rhin;Alsace
Hoerdt;0087213686;b;1;1;48.7029518, 7.7794059;67720;Hœrdt;Bas-Rhin;Alsace
Bischwiller;0087213611;b;1;1;48.765753, 7.8516536;67240;Bischwiller;Bas-Rhin;Alsace
Marienthal;0087213603;c;1;1;48.781863, 7.8231894;67500;Haguenau;Bas-Rhin;Alsace
Wissembourg;0087213470;b;1;1;49.0318895, 7.9501435;67160;Wissembourg;Bas-Rhin;Alsace
Soultz-sous-Forêts;0087213421;b;1;1;48.9347687, 7.8827184;67250;Soultz-sous-Forêts;Bas-Rhin;Alsace
Hoelschloch;0087213413;c;1;1;48.9163252, 7.8314949;67250;Surbourg;Bas-Rhin;Alsace
Obermodern;0087213165;b;1;1;48.8426083, 7.547015;67330;Obermodern-Zutzendorf;Bas-Rhin;Alsace
Roeschwoog;0087212407;c;1;1;48.8334661, 8.0298738;67480;Rœschwoog;Bas-Rhin;Alsace
Herrlisheim;0087212340;b;1;1;48.7279056, 7.9102594;67850;Herrlisheim;Bas-Rhin;Alsace
Gambsheim;0087212332;b;1;1;48.6948699, 7.8791884;67760;Gambsheim;Bas-Rhin;Alsace
Fegersheim - Lipsheim;0087212266;b;1;1;48.4905892, 7.6724806;67640;Lipsheim;Bas-Rhin;Alsace
Steinbourg;0087212209;c;1;1;48.7635292, 7.416299;67790;Steinbourg;Bas-Rhin;Alsace
Hochfelden;0087212167;b;1;1;48.7554199, 7.572355;67270;Hochfelden;Bas-Rhin;Alsace
Schwindratzheim;0087212159;c;1;1;48.7536468, 7.6005468;67270;Schwindratzheim;Bas-Rhin;Alsace
Casino Lacroix Laval;0087208553;c;1;1;45.7878115, 4.7309383;69260;Tour-de-Salvagny;Rhône;Rhône-Alpes
Audun-le-Roman;0087194357;c;1;1;49.36682, 5.89139;54560;Audun-le-Roman;Meurthe-et-Moselle;Lorraine
Longwy;0087194001;b;1;1;49.5129923, 5.7696358;54400;Longwy;Meurthe-et-Moselle;Lorraine
Rohrbach-lès-Bitche;0087193789;c;1;1;49.05535, 7.26433;57410;Rohrbach-lès-Bitche;Moselle;Lorraine
Woelfling-lès-Sarreguemines;0087193771;c;1;1;49.094747, 7.190609;57200;Wœlfling-lès-Sarreguemines;Moselle;Lorraine
Herbitzheim;0087193672;c;1;1;49.0138973, 7.0801596;67260;Herbitzheim;Bas-Rhin;Alsace
Rémelfing;0087193623;c;1;1;49.091627, 7.0915336;57200;Rémelfing;Moselle;Lorraine
Hundling;0087193540;c;1;1;49.1066949, 6.9775394;57990;Hundling;Moselle;Lorraine
Farébersviller;0087193516;c;1;1;49.1181603, 6.8618926;57450;Farébersviller;Moselle;Lorraine
Bouzonville;0087193177;c;1;1;49.2899739, 6.5293736;57320;Bouzonville;Moselle;Lorraine
Morhange;0087192286;b;1;1;48.9366239, 6.6590266;57340;Morhange;Moselle;Lorraine
Rémilly;0087192237;b;1;1;49.0140249, 6.3950968;57580;Rémilly;Moselle;Lorraine
Metz Nord;0087192070;c;1;1;49.13673, 6.16791;57000;Rombas;Moselle;Lorraine
Joeuf;0087191700;c;1;1;49.2250083, 6.0177021;54240;Jœuf;Meurthe-et-Moselle;Lorraine
Koenigsmacker;0087191619;c;1;1;49.3965538, 6.2735503;57110;Kœnigsmacker;Moselle;Lorraine
Freistroff;0087191395;c;1;1;49.2780593, 6.4926709;57320;Freistroff;Moselle;Lorraine
Metzervisse;0087191338;c;1;1;49.3179579, 6.2838554;57940;Metzervisse;Moselle;Lorraine
Ronchamp;0087185314;c;1;1;47.6990308, 6.6232791;70250;Ronchamp;Haute-Saône;Franche-Comté
Vesoul;0087185009;b;1;1;47.6177734, 6.151926;70000;Vesoul;Haute-Saône;Franche-Comté
L'Isle-sur-le-Doubs;0087184572;b;1;1;47.4473777, 6.5812614;25250;Isle-sur-le-Doubs;Doubs;Franche-Comté
Chèvremont;0087184259;c;1;1;47.6216292, 6.9214733;90340;Chèvremont;Territoire de Belfort;Franche-Comté
Trois Chênes;0087184242;c;1;1;47.6480822, 6.8462281;90000;Belfort;Territoire de Belfort;Franche-Comté
Merxheim;0087182725;c;1;1;47.9126413, 7.3022795;68500;Merxheim;Haut-Rhin;Alsace
Staffelfelden;0087182691;c;1;1;47.8279612, 7.2651657;68850;Staffelfelden;Haut-Rhin;Alsace
Cernay;0087182410;b;1;1;;68700;Cernay;Haut-Rhin;Alsace
Munster;0087182394;b;1;1;48.0383438, 7.1341728;68140;Munster;Haut-Rhin;Alsace
Altkirch;0087182238;b;1;1;47.6270174, 7.2392493;68130;Altkirch;Haut-Rhin;Alsace
Colmar;0087182014;a;2;1;48.073201, 7.346967;68000;Colmar;Haut-Rhin;Alsace
Saint-Gilles Lycée Haut-Rhin;0087181552;c;1;1;48.0758611, 7.2609746;68920;Wintzenheim;Haut-Rhin;Alsace
Graffenwald;0087181131;c;1;1;47.7808232, 7.2247908;68700;Wittelsheim;Haut-Rhin;Alsace
Hasenrain;0087181024;c;1;1;47.736281, 7.3313559;68100;Mulhouse;Haut-Rhin;Alsace
Nançois - Tronville;0087175067;c;1;1;48.7180423, 5.2912016;55500;Nançois-sur-Ornain;Meuse;Lorraine
Bar-le-Duc;0087175042;b;2;1;48.773308, 5.166822;55000;Bar-le-Duc;Meuse;Lorraine
Mourmelon-le-Petit;0087174409;c;1;1;49.1313076, 4.3180982;51400;Mourmelon-le-Petit;Marne;Champagne-Ardenne
Rethel;0087172270;b;1;1;49.504393, 4.369566;08300;Rethel;Ardennes;Champagne-Ardenne
Poix-Terron;0087172171;c;1;1;49.6500011, 4.6365346;08430;Poix-Terron;Ardennes;Champagne-Ardenne
Haybes;0087172106;c;1;1;50.0116888, 4.7045378;08170;Haybes;Ardennes;Champagne-Ardenne
Deville;0087172064;c;1;1;49.8796028, 4.7072062;08800;Deville;Ardennes;Champagne-Ardenne
Aguilcourt - Variscourt;0087171702;c;1;1;49.408017, 3.973137;02190;Variscourt;Aisne;Picardie
Ay;0087171561;c;1;1;49.0487318, 4.0015644;51160;Ay;Marne;Champagne-Ardenne
Bazoches;0087171348;c;1;1;49.30518, 3.6163588;02220;Bazoches-sur-Vesles;Aisne;Picardie
Breuil - Romain;0087171322;c;1;1;49.3084141, 3.7665322;51140;Breuil;Marne;Champagne-Ardenne
Reims;0087171009;a;2;1;49.258978, 4.024435;51100;Reims;Marne;Champagne-Ardenne
La Plaine Stade de France - Saint-Denis - Aubervilliers;0087164798;b;;1;48.91839, 2.36257;93200;Saint-Denis;Seine-Saint-Denis;Île-de-France
Meuse TGV;0087147322;a;2;1;48.978549, 5.270954;55220;Trois-Domaines;Meuse;Lorraine
Saint-Nabord;0087146217;c;1;1;48.0461722, 6.5818945;88200;Saint-Nabord;Vosges;Lorraine
Pouxeux;0087144428;c;1;1;48.1039421, 6.5810266;88550;Pouxeux;Vosges;Lorraine
Provenchères-sur-Fave;0087144345;c;1;1;48.3046291, 7.0854904;88490;Provenchères-sur-Fave;Vosges;Lorraine
Hymont - Mattaincourt;0087144220;c;1;1;48.2708192, 6.1402129;88500;Hymont;Vosges;Lorraine
Poussay;0087144204;c;1;1;48.3227513, 6.1264359;88500;Poussay;Vosges;Lorraine
Bruyères;0087144154;c;1;1;48.204895, 6.7187638;88600;Bruyères;Vosges;Lorraine
Xertigny;0087144121;c;1;1;48.0530255, 6.3767687;88220;Xertigny;Vosges;Lorraine
Vincey;0087144063;c;1;1;48.3436471, 6.3355129;88450;Vincey;Vosges;Lorraine
Charmes;0087144055;b;1;1;48.378483, 6.301537;88130;Charmes;Vosges;Lorraine
Merrey;0087142406;c;1;1;48.0540899, 5.5949561;52240;Merrey;Haute-Marne;Champagne-Ardenne
Bologne;0087142224;c;1;1;48.1986877, 5.1342228;52310;Bologne;Haute-Marne;Champagne-Ardenne
Lorraine TGV;0087142109;a;2;1;48.947773, 6.169838;57420;Louvigny;Moselle;Lorraine
Langres;0087142091;c;1;1;47.8769474, 5.3444064;52200;Langres;Haute-Marne;Champagne-Ardenne
Pont-à-Mousson;0087141820;b;1;1;48.90058, 6.050842;54700;Pont-à-Mousson;Meurthe-et-Moselle;Lorraine
Praye sous Vaudémont;0087141622;c;1;1;48.4327891, 6.1006981;54116;Flin;Meurthe-et-Moselle;Lorraine
Vézelise;0087141606;c;1;1;48.4805518, 6.1006508;54330;Vézelise;Meurthe-et-Moselle;Lorraine
Saint-Clément - Laronxe;0087141374;c;1;1;48.5312283, 6.6081108;54950;Saint-Clément;Meurthe-et-Moselle;Lorraine
Toul;0087141044;b;2;1;48.679018, 5.880615;54200;Toul;Meurthe-et-Moselle;Lorraine
Crécy-la-Chapelle;0087116772;b;;1;48.859391, 2.905748;77580;Crécy-la-Chapelle;Seine-et-Marne;Île-de-France
Neuilly-Saint-Front;0087116681;c;1;1;49.1871466, 3.2710249;02470;Neuilly-Saint-Front;Aisne;Picardie
La Ferté-Milon;0087116673;c;1;1;49.1797269, 3.1207223;02460;Ferté-Milon;Aisne;Picardie
Changis - Saint-Jean;0087116509;b;;1;48.95936, 3.025394;77660;Changis-sur-Marne;Seine-et-Marne;Île-de-France
Guérard - La Celle-sur-Morin;0087116269;b;;1;48.810588, 2.954783;77580;Guérard;Seine-et-Marne;Île-de-France
Tournan;0087116210;b;;1;48.7393088, 2.75957134;77220;Tournan-en-Brie;Seine-et-Marne;Île-de-France
Sainte-Colombe Septveilles;0087116178;b;;1;48.52959, 3.25602;77650;Sainte-Colombe;Seine-et-Marne;Île-de-France
Nangis;0087116095;b;;1;48.561336, 3.012619;77370;Nangis;Seine-et-Marne;Île-de-France
Verneuil-l'Étang;0087116079;b;;1;48.644689, 2.825006;77390;Verneuil-l'Étang;Seine-et-Marne;Île-de-France
Gretz-Armainvilliers;0087116012;b;;1;48.74544, 2.728824;77220;Gretz-Armainvilliers;Seine-et-Marne;Île-de-France
Freinville Sevran;0087113894;b;;1;48.926637, 2.519019;93270;Sevran;Seine-Saint-Denis;Île-de-France
Rabastens - Coufouleux;0087615328;b;1;1;43.819751, 1.730567;81800;Coufouleux;Tarn;Midi-Pyrénées
Gaillac;0087615252;b;1;1;43.905969, 1.894855;81600;Gaillac;Tarn;Midi-Pyrénées
Tessonnières;0087615245;c;1;1;43.9284209, 1.9369531;81600;Gaillac;Tarn;Midi-Pyrénées
Couiza - Montazels;0087615203;c;1;1;42.9423828, 2.2481477;11190;Montazels;Aude;Languedoc-Roussillon
Albi Madeleine;0087615195;c;1;1;43.938011, 2.1409629;81000;Albi;Tarn;Midi-Pyrénées
Pomas;0087615146;c;1;1;43.1123875, 2.2892273;11250;Pomas;Aude;Languedoc-Roussillon
Couffoulens - Leuc;0087615120;c;1;1;43.1555365, 2.3161754;11250;Couffoulens;Aude;Languedoc-Roussillon
Cordes - Vindrac;0087613802;c;1;1;44.067189, 1.900229;81170;Vindrac-Alayrac;Tarn;Midi-Pyrénées
Viviez - Decazeville;0087613661;c;1;1;44.5555678, 2.2182582;12110;Viviez;Aveyron;Midi-Pyrénées
Caussade;0087613356;c;1;1;44.1622668, 1.5336541;82300;Caussade;Tarn-et-Garonne;Midi-Pyrénées
Aubin;0087613224;c;1;1;44.5272762, 2.2393128;12110;Aubin;Aveyron;Midi-Pyrénées
Assier;0087613075;c;1;1;44.6746197, 1.8697681;46320;Assier;Lot;Midi-Pyrénées
